metadata:
name: bunny hit points

points:
,PX,PY,PZ
4628,-0.017,0.121,0.0333238
4629,-0.017,0.123,0.0301724
4630,-0.015,0.121,0.0343256
4631,-0.015,0.123,0.0311743
4632,-0.015,0.125,0.0280229
4633,-0.013,0.121,0.0353275
4634,-0.013,0.123,0.0321762
4635,-0.013,0.125,0.0290248
4636,-0.011,0.123,0.033178
4637,-0.011,0.125,0.0300267
4638,-0.011,0.127,0.0268753
4639,-0.009,0.127,0.0278772
4640,-0.009,0.129,0.0247258
4641,-0.007,0.129,0.0257277
4642,0.032215,0.071,0.041
4643,0.030111,0.071,0.043
4644,0.0319757,0.073,0.041
4645,0.0298717,0.073,0.043
4646,0.0277677,0.073,0.045
4647,0.0296323,0.075,0.043
4648,0.0275283,0.075,0.045
4649,0.0254243,0.075,0.047
4650,0.0293929,0.077,0.043
4651,0.0272889,0.077,0.045
4652,0.0251849,0.077,0.047
4653,0.0230809,0.077,0.049
4654,0.0291536,0.079,0.043
4655,0.0270496,0.079,0.045
4656,0.0249456,0.079,0.047
4657,0.0228416,0.079,0.049
4658,0.0207376,0.079,0.051
4659,0.0268102,0.081,0.045
4660,0.0247062,0.081,0.047
4661,0.0226022,0.081,0.049
4662,0.0204982,0.081,0.051
4663,0.0265709,0.083,0.045
4664,0.0244669,0.083,0.047
4665,0.0223629,0.083,0.049
4666,0.0263315,0.085,0.045
4667,0.0242275,0.085,0.047
4668,0.0221235,0.085,0.049
4669,0.0260921,0.087,0.045
4670,0.0239881,0.087,0.047
4671,0.0218841,0.087,0.049
4672,0.0237488,0.089,0.047
4673,0.0235094,0.091,0.047
4674,0.0232701,0.093,0.047
4675,0.023,0.0776763,0.049
4676,0.025,0.0785453,0.047
4677,0.027,0.0794142,0.045
4678,0.029,0.0802832,0.043
4679,0.021,0.079,0.0507506
4680,0.021,0.081,0.050523
4681,0.021,0.083,0.0502955
4682,0.023,0.077,0.0490769
4683,0.023,0.079,0.0488494
4684,0.023,0.081,0.0486219
4685,0.023,0.083,0.0483944
4686,0.023,0.085,0.0481668
4687,0.023,0.087,0.0479393
4688,0.023,0.089,0.0477118
4689,0.023,0.091,0.0474842
4690,0.023,0.093,0.0472567
4691,0.025,0.075,0.0474033
4692,0.025,0.077,0.0471758
4693,0.025,0.079,0.0469483
4694,0.025,0.081,0.0467207
4695,0.025,0.083,0.0464932
4696,0.025,0.085,0.0462657
4697,0.025,0.087,0.0460382
4698,0.025,0.089,0.0458106
4699,0.027,0.075,0.0455022
4700,0.027,0.077,0.0452747
4701,0.027,0.079,0.0450471
4702,0.027,0.081,0.0448196
4703,0.027,0.083,0.0445921
4704,0.027,0.085,0.0443645
4705,0.029,0.073,0.0438286
4706,0.029,0.075,0.043601
4707,0.029,0.077,0.0433735
4708,0.029,0.079,0.043146
4709,0.031,0.071,0.042155
4710,0.031,0.073,0.0419274
4711,0.031,0.075,0.0416999
4712,0.033,0.069,0.0404813
4713,0.033,0.071,0.0402538
4714,-0.0510404,0.117,0.033
4715,-0.0496242,0.119,0.031
4716,-0.0510634,0.119,0.033
4717,-0.048208,0.121,0.029
4718,-0.0496472,0.121,0.031
4719,-0.0510864,0.121,0.033
4720,-0.0467918,0.123,0.027
4721,-0.0482309,0.123,0.029
4722,-0.0496701,0.123,0.031
4723,-0.0511093,0.123,0.033
4724,-0.0453755,0.125,0.025
4725,-0.0468147,0.125,0.027
4726,-0.0482539,0.125,0.029
4727,-0.0496931,0.125,0.031
4728,-0.0482769,0.127,0.029
4729,-0.0497161,0.127,0.031
4730,-0.051,0.119,0.0329119
4731,-0.051,0.121,0.03288
4732,-0.051,0.123,0.0328481
4733,-0.051,0.125,0.0328161
4734,-0.049,0.121,0.0301007
4735,-0.049,0.123,0.0300687
4736,-0.049,0.125,0.0300368
4737,-0.049,0.127,0.0300049
4738,-0.047,0.123,0.0272894
4739,-0.047,0.125,0.0272575
4740,-0.045,0.125,0.0244781
4741,-0.0449862,0.131,0.017
4742,-0.0458529,0.131,0.019
4743,-0.0467196,0.131,0.021
4744,-0.0475862,0.131,0.023
4745,-0.0484529,0.131,0.025
4746,-0.0493196,0.131,0.027
4747,-0.0501863,0.131,0.029
4748,-0.0510529,0.131,0.031
4749,-0.0467997,0.133,0.019
4750,-0.0476664,0.133,0.021
4751,-0.048533,0.133,0.023
4752,-0.0493997,0.133,0.025
4753,-0.0502664,0.133,0.027
4754,-0.051133,0.133,0.029
4755,-0.0519997,0.133,0.031
4756,-0.0494798,0.135,0.023
4757,-0.0503465,0.135,0.025
4758,-0.0512132,0.135,0.027
4759,-0.0520798,0.135,0.029
4760,-0.0512933,0.137,0.025
4761,-0.05216,0.137,0.027
4762,-0.0530266,0.137,0.029
4763,-0.0539734,0.139,0.029
4764,-0.053,0.136944,0.029
4765,-0.051,0.13638,0.025
4766,-0.051,0.13455,0.027
4767,-0.051,0.132719,0.029
4768,-0.051,0.130888,0.031
4769,-0.049,0.133986,0.023
4770,-0.049,0.132156,0.025
4771,-0.049,0.130325,0.027
4772,-0.047,0.131592,0.021
4773,-0.047,0.129762,0.023
4774,-0.045,0.131029,0.017
4775,-0.053,0.137,0.0289386
4776,-0.051,0.131,0.0308778
4777,-0.051,0.133,0.028693
4778,-0.051,0.135,0.0265081
4779,-0.049,0.131,0.0262625
4780,-0.049,0.133,0.0240776
4781,-0.047,0.131,0.0216472
4782,-0.047,0.133,0.0194623
4783,-0.045,0.131,0.0170318
4784,0.0413425,0.097,0.027
4785,0.0403709,0.099,0.027
4786,0.0389301,0.099,0.029
4787,0.0393994,0.101,0.027
4788,0.0379586,0.101,0.029
4789,0.0365178,0.101,0.031
4790,0.0398686,0.103,0.025
4791,0.0384278,0.103,0.027
4792,0.036987,0.103,0.029
4793,0.0355462,0.103,0.031
4794,0.0341054,0.103,0.033
4795,0.0326647,0.103,0.035
4796,0.038897,0.105,0.025
4797,0.0374562,0.105,0.027
4798,0.0360155,0.105,0.029
4799,0.0345747,0.105,0.031
4800,0.0331339,0.105,0.033
4801,0.0316931,0.105,0.035
4802,0.0379255,0.107,0.025
4803,0.0364847,0.107,0.027
4804,0.0350439,0.107,0.029
4805,0.0336031,0.107,0.031
4806,0.0321623,0.107,0.033
4807,0.0369539,0.109,0.025
4808,0.0355131,0.109,0.027
4809,0.0340723,0.109,0.029
4810,0.0359824,0.111,0.025
4811,0.033,0.105276,0.033
4812,0.035,0.110056,0.027
4813,0.035,0.10709,0.029
4814,0.035,0.104124,0.031
4815,0.037,0.108905,0.025
4816,0.037,0.105939,0.027
4817,0.037,0.102973,0.029
4818,0.037,0.100007,0.031
4819,0.039,0.104788,0.025
4820,0.039,0.101822,0.027
4821,0.039,0.0988562,0.029
4822,0.041,0.097705,0.027
4823,0.031,0.105,0.0359621
4824,0.033,0.103,0.0345345
4825,0.033,0.105,0.0331859
4826,0.033,0.107,0.0318372
4827,0.035,0.103,0.0317582
4828,0.035,0.105,0.0304096
4829,0.035,0.107,0.0290609
4830,0.035,0.109,0.0277123
4831,0.037,0.101,0.0303306
4832,0.037,0.103,0.028982
4833,0.037,0.105,0.0276333
4834,0.037,0.107,0.0262847
4835,0.037,0.109,0.024936
4836,0.039,0.099,0.028903
4837,0.039,0.101,0.0275544
4838,0.039,0.103,0.0262057
4839,0.039,0.105,0.0248571
4840,0.041,0.099,0.0261267
4841,-0.0492708,0.153,0.011
4842,-0.052076,0.155,0.011
4843,-0.0479608,0.157,0.009
4844,-0.0507661,0.159,0.009
4845,-0.0466508,0.161,0.007
4846,-0.0425356,0.163,0.005
4847,-0.0412256,0.167,0.003
4848,-0.0371104,0.169,0.001
4849,-0.0358004,0.173,-0.001
4850,-0.053,0.155659,0.011
4851,-0.051,0.159167,0.009
4852,-0.051,0.154233,0.011
4853,-0.049,0.157741,0.009
4854,-0.047,0.161249,0.007
4855,-0.047,0.156315,0.009
4856,-0.045,0.164757,0.005
4857,-0.045,0.159823,0.007
4858,-0.043,0.163331,0.005
4859,-0.041,0.166839,0.003
4860,-0.039,0.170347,0.001
4861,-0.037,0.168921,0.001
4862,-0.035,0.172429,-0.001
4863,-0.053,0.155,0.011267
4864,-0.053,0.157,0.0104563
4865,-0.051,0.153,0.0114997
4866,-0.051,0.155,0.010689
4867,-0.051,0.157,0.00987832
4868,-0.051,0.159,0.00906761
4869,-0.049,0.153,0.0109217
4870,-0.049,0.155,0.010111
4871,-0.049,0.157,0.00930032
4872,-0.049,0.159,0.00848961
4873,-0.049,0.161,0.0076789
4874,-0.047,0.157,0.00872233
4875,-0.047,0.159,0.00791162
4876,-0.047,0.161,0.00710091
4877,-0.047,0.163,0.0062902
4878,-0.045,0.159,0.00733362
4879,-0.045,0.161,0.00652291
4880,-0.045,0.163,0.0057122
4881,-0.045,0.165,0.0049015
4882,-0.043,0.161,0.00594492
4883,-0.043,0.163,0.00513421
4884,-0.043,0.165,0.0043235
4885,-0.041,0.165,0.0037455
4886,-0.041,0.167,0.0029348
4887,-0.039,0.167,0.0023568
4888,-0.039,0.169,0.00154609
4889,-0.037,0.169,0.000968095
4890,-0.037,0.171,0.000157387
4891,-0.035,0.173,-0.00123132
4892,-0.033,0.175,-0.00262002
4893,-0.031,0.177,-0.00400873
4894,-0.029,0.179,-0.00539743
4895,0.0346747,0.067,0.039
4896,0.0324481,0.069,0.041
4897,0.0292837,0.069,0.043
4898,0.0261193,0.069,0.045
4899,0.0270571,0.071,0.045
4900,0.0238927,0.071,0.047
4901,0.0248305,0.073,0.047
4902,0.0226038,0.075,0.049
4903,0.023,0.0758449,0.049
4904,0.025,0.0733616,0.047
4905,0.027,0.0708783,0.045
4906,0.029,0.068395,0.043
4907,0.021,0.077,0.0506064
4908,0.023,0.071,0.0475642
4909,0.023,0.073,0.0481569
4910,0.023,0.075,0.0487496
4911,0.025,0.069,0.0457074
4912,0.025,0.071,0.0463001
4913,0.025,0.073,0.0468928
4914,0.027,0.069,0.0444434
4915,0.027,0.071,0.0450361
4916,0.027,0.073,0.0456288
4917,0.029,0.069,0.0431793
4918,0.029,0.071,0.043772
4919,0.031,0.069,0.0419152
4920,0.033,0.067,0.0400585
4921,0.035,0.067,0.0387944
4922,-0.0443337,0.127,0.021
4923,-0.0452047,0.127,0.023
4924,-0.0460756,0.127,0.025
4925,-0.0469466,0.127,0.027
4926,-0.0431068,0.129,0.015
4927,-0.0439778,0.129,0.017
4928,-0.0448487,0.129,0.019
4929,-0.0457196,0.129,0.021
4930,-0.0465906,0.129,0.023
4931,-0.0474615,0.129,0.025
4932,-0.0483325,0.129,0.027
4933,-0.0492034,0.129,0.029
4934,-0.0500743,0.129,0.031
4935,-0.049,0.128706,0.029
4936,-0.047,0.128334,0.025
4937,-0.047,0.127077,0.027
4938,-0.045,0.129218,0.019
4939,-0.045,0.127961,0.021
4940,-0.045,0.126705,0.023
4941,-0.043,0.128846,0.015
4942,-0.049,0.129,0.0285329
4943,-0.047,0.127,0.0271227
4944,-0.047,0.129,0.0239402
4945,-0.045,0.127,0.02253
4946,-0.045,0.129,0.0193474
4947,-0.043,0.129,0.0147547
4948,0.0221759,0.035,0.003
4949,0.0250999,0.035,0.005
4950,0.0223877,0.037,-0.001
4951,0.0253117,0.037,0.001
4952,0.0282357,0.037,0.003
4953,0.023,0.0381671,-0.003
4954,0.023,0.0372021,-0.001
4955,0.023,0.036237,0.001
4956,0.023,0.035272,0.003
4957,0.025,0.0378622,-0.001
4958,0.025,0.0368971,0.001
4959,0.025,0.0359321,0.003
4960,0.025,0.034967,0.005
4961,0.027,0.0375572,0.001
4962,0.027,0.0365922,0.003
4963,0.027,0.0356271,0.005
4964,0.029,0.0362872,0.005
4965,0.029,0.0353221,0.007
4966,0.031,0.0359822,0.007
4967,0.033,0.0356773,0.009
4968,0.023,0.035,0.00356368
4969,0.023,0.037,-0.000581205
4970,0.025,0.035,0.00493166
4971,0.025,0.037,0.000786781
4972,0.027,0.035,0.00629965
4973,0.027,0.037,0.00215477
4974,0.029,0.037,0.00352275
4975,0.0364192,0.091,0.037
4976,0.0349082,0.091,0.039
4977,0.0385662,0.093,0.033
4978,0.0370552,0.093,0.035
4979,0.0355441,0.093,0.037
4980,0.0340331,0.093,0.039
4981,0.0407132,0.095,0.029
4982,0.0392022,0.095,0.031
4983,0.0376911,0.095,0.033
4984,0.0361801,0.095,0.035
4985,0.034669,0.095,0.037
4986,0.033158,0.095,0.039
4987,0.0398381,0.097,0.029
4988,0.0383271,0.097,0.031
4989,0.036816,0.097,0.033
4990,0.035305,0.097,0.035
4991,0.0337939,0.097,0.037
4992,0.037452,0.099,0.031
4993,0.0359409,0.099,0.033
4994,0.0344299,0.099,0.035
4995,0.0329188,0.099,0.037
4996,0.0350658,0.101,0.033
4997,0.0335548,0.101,0.035
4998,0.0320437,0.101,0.037
4999,0.0311686,0.103,0.037
5000,0.031,0.103385,0.037
5001,0.033,0.102268,0.035
5002,0.033,0.0988145,0.037
5003,0.033,0.095361,0.039
5004,0.035,0.10115,0.033
5005,0.035,0.097697,0.035
5006,0.035,0.0942436,0.037
5007,0.035,0.0907901,0.039
5008,0.037,0.0965795,0.033
5009,0.037,0.0931261,0.035
5010,0.039,0.0954621,0.031
5011,0.041,0.0943446,0.029
5012,0.031,0.103,0.0372232
5013,0.033,0.095,0.0392091
5014,0.033,0.097,0.0380508
5015,0.033,0.099,0.0368925
5016,0.033,0.101,0.0357343
5017,0.035,0.089,0.0400367
5018,0.035,0.091,0.0388785
5019,0.035,0.093,0.0377202
5020,0.035,0.095,0.0365619
5021,0.035,0.097,0.0354037
5022,0.035,0.099,0.0342454
5023,0.035,0.101,0.0330871
5024,0.037,0.091,0.0362313
5025,0.037,0.093,0.035073
5026,0.037,0.095,0.0339148
5027,0.037,0.097,0.0327565
5028,0.037,0.099,0.0315982
5029,0.039,0.093,0.0324259
5030,0.039,0.095,0.0312676
5031,0.039,0.097,0.0301093
5032,0.041,0.095,0.0286204
5033,0.041,0.097,0.0274622
5034,0.0346577,0.069,0.039
5035,0.0349482,0.071,0.039
5036,0.0352388,0.073,0.039
5037,0.0317896,0.075,0.041
5038,0.0320801,0.077,0.041
5039,0.0323707,0.079,0.041
5040,0.0326613,0.081,0.041
5041,0.0289215,0.081,0.043
5042,0.0329519,0.083,0.041
5043,0.0292121,0.083,0.043
5044,0.0332425,0.085,0.041
5045,0.0295026,0.085,0.043
5046,0.0335331,0.087,0.041
5047,0.0297932,0.087,0.043
5048,0.0338237,0.089,0.041
5049,0.0300838,0.089,0.043
5050,0.026344,0.089,0.045
5051,0.0266346,0.091,0.045
5052,0.029,0.0815405,0.043
5053,0.033,0.0833311,0.041
5054,0.035,0.0713563,0.039
5055,0.025,0.091,0.0458741
5056,0.025,0.093,0.0460295
5057,0.027,0.087,0.0444938
5058,0.027,0.089,0.0446492
5059,0.027,0.091,0.0448046
5060,0.029,0.081,0.042958
5061,0.029,0.083,0.0431134
5062,0.029,0.085,0.0432688
5063,0.029,0.087,0.0434242
5064,0.029,0.089,0.0435796
5065,0.029,0.091,0.043735
5066,0.031,0.077,0.0415776
5067,0.031,0.079,0.041733
5068,0.031,0.081,0.0418884
5069,0.031,0.083,0.0420438
5070,0.031,0.085,0.0421992
5071,0.031,0.087,0.0423546
5072,0.031,0.089,0.04251
5073,0.033,0.073,0.0401973
5074,0.033,0.075,0.0403527
5075,0.033,0.077,0.0405081
5076,0.033,0.079,0.0406635
5077,0.033,0.081,0.0408189
5078,0.033,0.083,0.0409743
5079,0.033,0.085,0.0411297
5080,0.033,0.087,0.0412851
5081,0.033,0.089,0.0414405
5082,0.035,0.069,0.0388169
5083,0.035,0.071,0.0389723
5084,0.035,0.073,0.0391277
5085,0.035,0.075,0.0392831
5086,0.035,0.077,0.0394385
5087,0.035,0.079,0.0395939
5088,0.035,0.081,0.0397493
5089,-0.0352495,0.037,0.047
5090,-0.0329259,0.037,0.049
5091,-0.0306022,0.037,0.051
5092,-0.0282786,0.037,0.053
5093,-0.0334453,0.039,0.049
5094,-0.0311216,0.039,0.051
5095,-0.031641,0.041,0.051
5096,-0.035,0.0360391,0.047
5097,-0.033,0.0372854,0.049
5098,-0.031,0.0385317,0.051
5099,-0.037,0.037,0.0454934
5100,-0.035,0.037,0.0472148
5101,-0.033,0.037,0.0489362
5102,-0.033,0.039,0.0493833
5103,-0.031,0.037,0.0506576
5104,-0.031,0.039,0.0511047
5105,-0.031,0.041,0.0515517
5106,-0.029,0.037,0.0523791
5107,0.0295649,0.051,0.037
5108,0.0270728,0.051,0.039
5109,0.0280512,0.053,0.039
5110,0.0255591,0.053,0.041
5111,0.023067,0.053,0.043
5112,0.0290296,0.055,0.039
5113,0.0265375,0.055,0.041
5114,0.0240455,0.055,0.043
5115,0.0215534,0.055,0.045
5116,0.0190613,0.055,0.047
5117,0.0165692,0.055,0.049
5118,0.0300081,0.057,0.039
5119,0.027516,0.057,0.041
5120,0.0250239,0.057,0.043
5121,0.0225318,0.057,0.045
5122,0.0200397,0.057,0.047
5123,0.0309865,0.059,0.039
5124,0.0284944,0.059,0.041
5125,0.0260023,0.059,0.043
5126,0.0235102,0.059,0.045
5127,0.0319649,0.061,0.039
5128,0.0294728,0.061,0.041
5129,0.0269807,0.061,0.043
5130,0.0329433,0.063,0.039
5131,0.0304512,0.063,0.041
5132,0.0339217,0.065,0.039
5133,0.017,0.0558807,0.049
5134,0.019,0.0548748,0.047
5135,0.021,0.0538689,0.045
5136,0.023,0.052863,0.043
5137,0.023,0.0579571,0.045
5138,0.025,0.0518571,0.041
5139,0.025,0.0569512,0.043
5140,0.027,0.0559453,0.041
5141,0.027,0.0610395,0.043
5142,0.029,0.0549394,0.039
5143,0.029,0.0600336,0.041
5144,0.031,0.0590277,0.039
5145,0.031,0.0641218,0.041
5146,0.033,0.0631159,0.039
5147,0.017,0.055,0.0486542
5148,0.019,0.055,0.0470492
5149,0.019,0.057,0.0478344
5150,0.021,0.055,0.0454441
5151,0.021,0.057,0.0462293
5152,0.023,0.053,0.0430538
5153,0.023,0.055,0.043839
5154,0.023,0.057,0.0446242
5155,0.023,0.059,0.0454094
5156,0.025,0.053,0.0414487
5157,0.025,0.055,0.0422339
5158,0.025,0.057,0.0430192
5159,0.025,0.059,0.0438044
5160,0.027,0.051,0.0390584
5161,0.027,0.053,0.0398436
5162,0.027,0.055,0.0406289
5163,0.027,0.057,0.0414141
5164,0.027,0.059,0.0421993
5165,0.027,0.061,0.0429845
5166,0.029,0.051,0.0374534
5167,0.029,0.053,0.0382386
5168,0.029,0.055,0.0390238
5169,0.029,0.057,0.039809
5170,0.029,0.059,0.0405942
5171,0.029,0.061,0.0413794
5172,0.029,0.063,0.0421646
5173,0.031,0.055,0.0374187
5174,0.031,0.057,0.0382039
5175,0.031,0.059,0.0389891
5176,0.031,0.061,0.0397744
5177,0.031,0.063,0.0405596
5178,0.033,0.061,0.0381693
5179,0.033,0.063,0.0389545
5180,0.033,0.065,0.0397397
5181,0.0458187,0.071,0.003
5182,0.0461188,0.071,0.005
5183,0.0451419,0.073,0.001
5184,0.045442,0.073,0.003
5185,0.0457421,0.073,0.005
5186,0.0460422,0.073,0.007
5187,0.0463423,0.073,0.009
5188,0.0466425,0.073,0.011
5189,0.044465,0.075,-0.001
5190,0.0447651,0.075,0.001
5191,0.0450653,0.075,0.003
5192,0.0453654,0.075,0.005
5193,0.0456655,0.075,0.007
5194,0.045,0.0737532,0.001
5195,0.045,0.0753464,0.003
5196,0.045,0.075,0.00256512
5197,-0.028525,0.039,0.053
5198,-0.0275374,0.041,0.053
5199,-0.0265497,0.043,0.053
5200,-0.025562,0.045,0.053
5201,-0.027,0.0420881,0.053
5202,-0.029,0.039,0.0528206
5203,-0.029,0.041,0.0524476
5204,-0.029,0.043,0.0520746
5205,-0.027,0.037,0.0539489
5206,-0.027,0.039,0.0535759
5207,-0.027,0.041,0.0532029
5208,-0.027,0.043,0.0528299
5209,-0.025,0.043,0.0535852
5210,-0.025,0.045,0.0532123
5211,0.0167511,0.037,-0.019
5212,0.0174184,0.037,-0.017
5213,0.0180857,0.037,-0.015
5214,0.018753,0.037,-0.013
5215,0.0181199,0.039,-0.019
5216,0.0187872,0.039,-0.017
5217,0.0194545,0.039,-0.015
5218,0.0201218,0.039,-0.013
5219,0.0207891,0.039,-0.011
5220,0.0214564,0.039,-0.009
5221,0.0221237,0.039,-0.007
5222,0.022791,0.039,-0.005
5223,0.0194887,0.041,-0.019
5224,0.020156,0.041,-0.017
5225,0.0208233,0.041,-0.015
5226,0.0214906,0.041,-0.013
5227,0.022158,0.041,-0.011
5228,0.0228253,0.041,-0.009
5229,0.0208576,0.043,-0.019
5230,0.0215249,0.043,-0.017
5231,0.0221922,0.043,-0.015
5232,0.0228595,0.043,-0.013
5233,0.0222264,0.045,-0.019
5234,0.0228937,0.045,-0.017
5235,0.017,0.0373637,-0.019
5236,0.017,0.0363887,-0.017
5237,0.019,0.0402859,-0.019
5238,0.019,0.0393109,-0.017
5239,0.019,0.0383359,-0.015
5240,0.019,0.0373609,-0.013
5241,0.021,0.0432081,-0.019
5242,0.021,0.0422331,-0.017
5243,0.021,0.0412581,-0.015
5244,0.021,0.0402831,-0.013
5245,0.021,0.0393081,-0.011
5246,0.021,0.0383331,-0.009
5247,0.023,0.0461303,-0.019
5248,0.023,0.0451553,-0.017
5249,0.023,0.0441803,-0.015
5250,0.023,0.0432053,-0.013
5251,0.017,0.037,-0.018254
5252,0.019,0.037,-0.0122597
5253,0.019,0.039,-0.0163623
5254,0.021,0.039,-0.010368
5255,0.021,0.041,-0.0144705
5256,0.021,0.043,-0.0185731
5257,0.023,0.043,-0.0125788
5258,0.023,0.045,-0.0166813
5259,0.00421387,0.117,0.039
5260,0.00714627,0.119,0.037
5261,0.0100787,0.121,0.035
5262,0.0130111,0.123,0.033
5263,0.005,0.116782,0.039
5264,0.007,0.119041,0.037
5265,0.007,0.116227,0.039
5266,0.009,0.121299,0.035
5267,0.009,0.118486,0.037
5268,0.011,0.123558,0.033
5269,0.011,0.120745,0.035
5270,0.011,0.117931,0.037
5271,0.013,0.123003,0.033
5272,0.013,0.12019,0.035
5273,0.015,0.122448,0.033
5274,0.015,0.119635,0.035
5275,0.003,0.115,0.0406612
5276,0.005,0.117,0.038845
5277,0.007,0.117,0.0384507
5278,0.007,0.119,0.0370288
5279,0.009,0.117,0.0380565
5280,0.009,0.119,0.0366346
5281,0.009,0.121,0.0352126
5282,0.009,0.123,0.0337907
5283,0.011,0.119,0.0362403
5284,0.011,0.121,0.0348184
5285,0.011,0.123,0.0333965
5286,0.011,0.125,0.0319745
5287,0.013,0.119,0.035846
5288,0.013,0.121,0.0344241
5289,0.013,0.123,0.0330022
5290,0.013,0.125,0.0315803
5291,0.015,0.119,0.0354517
5292,0.015,0.121,0.0340298
5293,0.015,0.123,0.0326079
5294,0.017,0.121,0.0336355
5295,0.0364285,0.067,0.037
5296,0.0430936,0.069,0.027
5297,0.0417724,0.069,0.029
5298,0.0404512,0.069,0.031
5299,0.03913,0.069,0.033
5300,0.0378088,0.069,0.035
5301,0.0364876,0.069,0.037
5302,0.0418316,0.071,0.029
5303,0.0405104,0.071,0.031
5304,0.0391892,0.071,0.033
5305,0.037868,0.071,0.035
5306,0.0365468,0.071,0.037
5307,0.0418907,0.073,0.029
5308,0.0405695,0.073,0.031
5309,0.0392483,0.073,0.033
5310,0.0379271,0.073,0.035
5311,0.0366059,0.073,0.037
5312,0.0406287,0.075,0.031
5313,0.0393075,0.075,0.033
5314,0.0379863,0.075,0.035
5315,0.0366651,0.075,0.037
5316,0.0353439,0.075,0.039
5317,0.0393666,0.077,0.033
5318,0.0380454,0.077,0.035
5319,0.0367242,0.077,0.037
5320,0.035403,0.077,0.039
5321,0.0381046,0.079,0.035
5322,0.0367834,0.079,0.037
5323,0.0354622,0.079,0.039
5324,0.0381637,0.081,0.035
5325,0.0368425,0.081,0.037
5326,0.0355213,0.081,0.039
5327,0.0369017,0.083,0.037
5328,0.0355805,0.083,0.039
5329,0.0356396,0.085,0.039
5330,0.035,0.083,0.0398787
5331,0.035,0.085,0.0399682
5332,0.035,0.087,0.0400578
5333,0.037,0.067,0.0361348
5334,0.037,0.069,0.0362244
5335,0.037,0.071,0.0363139
5336,0.037,0.073,0.0364034
5337,0.037,0.075,0.036493
5338,0.037,0.077,0.0365825
5339,0.037,0.079,0.0366721
5340,0.037,0.081,0.0367616
5341,0.037,0.083,0.0368512
5342,0.039,0.069,0.0331968
5343,0.039,0.071,0.0332864
5344,0.039,0.073,0.0333759
5345,0.039,0.075,0.0334654
5346,0.039,0.077,0.033555
5347,0.039,0.079,0.0336445
5348,0.041,0.069,0.0301693
5349,0.041,0.071,0.0302588
5350,0.041,0.073,0.0303484
5351,0.043,0.069,0.0271418
5352,0.0409255,0.043,-0.001
5353,0.0409543,0.045,-0.003
5354,0.0435617,0.045,-0.001
5355,0.0461691,0.045,0.001
5356,0.0435904,0.047,-0.003
5357,0.0461978,0.047,-0.001
5358,0.0488052,0.047,0.001
5359,0.0462266,0.049,-0.003
5360,0.048834,0.049,-0.001
5361,0.0514414,0.049,0.001
5362,0.0540488,0.049,0.003
5363,0.0462554,0.051,-0.005
5364,0.0488628,0.051,-0.003
5365,0.0514702,0.051,-0.001
5366,0.0488916,0.053,-0.005
5367,0.039,0.0415392,-0.001
5368,0.041,0.0450347,-0.003
5369,0.041,0.0430565,-0.001
5370,0.043,0.0465521,-0.003
5371,0.043,0.0445739,-0.001
5372,0.045,0.0480694,-0.003
5373,0.045,0.0460912,-0.001
5374,0.047,0.0515649,-0.005
5375,0.047,0.0495867,-0.003
5376,0.047,0.0476086,-0.001
5377,0.047,0.0456304,0.001
5378,0.049,0.0530822,-0.005
5379,0.049,0.0511041,-0.003
5380,0.049,0.0491259,-0.001
5381,0.049,0.0471478,0.001
5382,0.051,0.0506433,-0.001
5383,0.051,0.0486651,0.001
5384,0.053,0.0501824,0.001
5385,0.041,0.043,-0.000942836
5386,0.041,0.045,-0.00296491
5387,0.043,0.045,-0.00143082
5388,0.043,0.047,-0.00345289
5389,0.045,0.045,0.000103274
5390,0.045,0.047,-0.0019188
5391,0.045,0.049,-0.00394088
5392,0.047,0.047,-0.000384709
5393,0.047,0.049,-0.00240678
5394,0.047,0.051,-0.00442886
5395,0.049,0.047,0.00114938
5396,0.049,0.049,-0.000872691
5397,0.049,0.051,-0.00289477
5398,0.049,0.053,-0.00491684
5399,0.051,0.049,0.000661401
5400,0.051,0.051,-0.00136067
5401,0.053,0.049,0.00219549
5402,0.0459774,0.051,0.031
5403,0.0462973,0.053,0.031
5404,0.0505931,0.055,0.029
5405,0.0466173,0.055,0.031
5406,0.0509131,0.057,0.029
5407,0.0552089,0.059,0.027
5408,0.051233,0.059,0.029
5409,0.0515529,0.061,0.029
5410,0.051,0.0575434,0.029
5411,0.045,0.051,0.0314917
5412,0.047,0.053,0.0306465
5413,0.047,0.055,0.0308075
5414,0.049,0.055,0.0298014
5415,0.049,0.057,0.0299623
5416,0.049,0.059,0.0301233
5417,0.049,0.061,0.0302842
5418,0.051,0.055,0.0287953
5419,0.051,0.057,0.0289563
5420,0.051,0.059,0.0291172
5421,0.051,0.061,0.0292782
5422,0.053,0.057,0.0279502
5423,0.053,0.059,0.0281111
5424,0.053,0.061,0.0282721
5425,0.055,0.059,0.0271051
5426,-0.0310444,0.035,0.015
5427,-0.0313903,0.035,0.017
5428,-0.0317361,0.035,0.019
5429,-0.0320819,0.035,0.021
5430,-0.0324277,0.035,0.023
5431,-0.0327735,0.035,0.025
5432,-0.0331194,0.035,0.027
5433,-0.0334652,0.035,0.029
5434,-0.033811,0.035,0.031
5435,-0.0275772,0.037,0.015
5436,-0.027923,0.037,0.017
5437,-0.0282688,0.037,0.019
5438,-0.035,0.0345136,0.033
