metadata:
voxel_size:0.002-0.002-0.002
name: bunny

points:
,PX,PY,PZ
2561,-0.074,0.07,0.02
2562,-0.074,0.07,0.022
2563,-0.074,0.07,0.024
2564,-0.074,0.07,0.026
2565,-0.074,0.07,0.028
2566,-0.074,0.07,0.03
2567,-0.074,0.07,0.032
2568,-0.074,0.072,-0.008
2569,-0.074,0.072,-0.006
2570,-0.074,0.072,-0.004
2571,-0.074,0.072,-0.002
2572,-0.074,0.072,0.026
2573,-0.074,0.072,0.028
2574,-0.074,0.072,0.03
2575,-0.074,0.072,0.032
2576,-0.074,0.072,0.034
2577,-0.074,0.074,-0.01
2578,-0.074,0.074,-0.008
2579,-0.074,0.074,-0.006
2580,-0.074,0.074,0.03
2581,-0.074,0.074,0.032
2582,-0.074,0.074,0.034
2583,-0.074,0.074,0.036
2584,-0.074,0.076,-0.012
2585,-0.074,0.076,-0.01
2586,-0.074,0.076,-0.008
2587,-0.074,0.076,0.034
2588,-0.074,0.076,0.036
2589,-0.074,0.078,-0.012
2590,-0.074,0.078,-0.01
2591,-0.074,0.078,0.034
2592,-0.074,0.078,0.036
2593,-0.074,0.078,0.038
2594,-0.074,0.08,-0.012
2595,-0.074,0.08,-0.01
2596,-0.074,0.08,0.036
2597,-0.074,0.08,0.038
2598,-0.074,0.082,-0.014
2599,-0.074,0.082,-0.012
2600,-0.074,0.082,-0.01
2601,-0.074,0.082,0.036
2602,-0.074,0.082,0.038
2603,-0.074,0.082,0.04
2604,-0.074,0.084,-0.014
2605,-0.074,0.084,-0.012
2606,-0.074,0.084,0.038
2607,-0.074,0.084,0.04
2608,-0.074,0.086,-0.014
2609,-0.074,0.086,-0.012
2610,-0.074,0.086,0.038
2611,-0.074,0.086,0.04
2612,-0.074,0.088,-0.014
2613,-0.074,0.088,-0.012
2614,-0.074,0.088,0.038
2615,-0.074,0.088,0.04
2616,-0.074,0.09,-0.016
2617,-0.074,0.09,-0.014
2618,-0.074,0.09,0.038
2619,-0.074,0.09,0.04
2620,-0.074,0.092,-0.016
2621,-0.074,0.092,-0.014
2622,-0.074,0.092,0.038
2623,-0.074,0.092,0.04
2624,-0.074,0.094,-0.016
2625,-0.074,0.094,-0.014
2626,-0.074,0.094,0.038
2627,-0.074,0.094,0.04
2628,-0.074,0.096,-0.014
2629,-0.074,0.096,0.038
2630,-0.074,0.096,0.04
2631,-0.074,0.098,-0.014
2632,-0.074,0.098,-0.012
2633,-0.074,0.098,0.038
2634,-0.074,0.098,0.04
2635,-0.074,0.1,-0.014
2636,-0.074,0.1,-0.012
2637,-0.074,0.1,0.038
2638,-0.074,0.1,0.04
2639,-0.074,0.102,-0.012
2640,-0.074,0.102,-0.01
2641,-0.074,0.102,0.036
2642,-0.074,0.102,0.038
2643,-0.074,0.104,-0.012
2644,-0.074,0.104,-0.01
2645,-0.074,0.104,-0.008
2646,-0.074,0.104,0.036
2647,-0.074,0.104,0.038
2648,-0.074,0.106,-0.01
2649,-0.074,0.106,-0.008
2650,-0.074,0.106,0.036
2651,-0.074,0.106,0.038
2652,-0.074,0.108,-0.01
2653,-0.074,0.108,-0.008
2654,-0.074,0.108,-0.006
2655,-0.074,0.108,0.036
2656,-0.074,0.108,0.038
2657,-0.074,0.108,0.04
2658,-0.074,0.11,-0.008
2659,-0.074,0.11,-0.006
2660,-0.074,0.11,0.04
2661,-0.074,0.11,0.042
2662,-0.074,0.11,0.044
2663,-0.074,0.112,-0.008
2664,-0.074,0.112,-0.006
2665,-0.074,0.112,-0.004
2666,-0.074,0.112,0.044
2667,-0.074,0.112,0.046
2668,-0.074,0.112,0.048
2669,-0.074,0.114,-0.006
2670,-0.074,0.114,-0.004
2671,-0.074,0.114,0.048
2672,-0.074,0.114,0.05
2673,-0.074,0.114,0.052
2674,-0.074,0.116,-0.008
2675,-0.074,0.116,-0.006
2676,-0.074,0.116,-0.004
2677,-0.074,0.116,0.05
2678,-0.074,0.116,0.052
2679,-0.074,0.118,-0.008
2680,-0.074,0.118,-0.006
2681,-0.074,0.118,0.052
2682,-0.074,0.12,-0.008
2683,-0.074,0.12,0.052
2684,-0.074,0.122,-0.008
2685,-0.074,0.122,0.052
2686,-0.074,0.124,-0.008
2687,-0.074,0.124,-0.006
2688,-0.074,0.124,0.052
2689,-0.074,0.126,-0.008
2690,-0.074,0.126,-0.006
2691,-0.074,0.126,0.052
2692,-0.074,0.128,-0.008
2693,-0.074,0.128,-0.006
2694,-0.074,0.128,0.052
2695,-0.074,0.13,-0.008
2696,-0.074,0.13,-0.006
2697,-0.074,0.13,0.052
2698,-0.074,0.132,-0.008
2699,-0.074,0.132,-0.006
2700,-0.074,0.132,0.05
2701,-0.074,0.132,0.052
2702,-0.074,0.134,-0.008
2703,-0.074,0.134,-0.006
2704,-0.074,0.134,0.05
2705,-0.074,0.134,0.052
2706,-0.074,0.136,-0.008
2707,-0.074,0.136,-0.006
2708,-0.074,0.136,0.048
2709,-0.074,0.136,0.05
2710,-0.074,0.138,-0.008
2711,-0.074,0.138,-0.006
2712,-0.074,0.138,0.048
2713,-0.074,0.138,0.05
2714,-0.074,0.14,-0.008
2715,-0.074,0.14,-0.006
2716,-0.074,0.14,0.046
2717,-0.074,0.14,0.048
2718,-0.074,0.142,-0.008
2719,-0.074,0.142,-0.006
2720,-0.074,0.142,0.044
2721,-0.074,0.142,0.046
2722,-0.074,0.144,-0.01
2723,-0.074,0.144,-0.008
2724,-0.074,0.144,-0.006
2725,-0.074,0.144,0.044
2726,-0.074,0.144,0.046
2727,-0.074,0.146,-0.024
2728,-0.074,0.146,-0.022
2729,-0.074,0.146,-0.02
2730,-0.074,0.146,-0.018
2731,-0.074,0.146,-0.016
2732,-0.074,0.146,-0.014
2733,-0.074,0.146,-0.012
2734,-0.074,0.146,-0.01
2735,-0.074,0.146,-0.008
2736,-0.074,0.146,0.042
2737,-0.074,0.146,0.044
2738,-0.074,0.148,-0.034
2739,-0.074,0.148,-0.032
2740,-0.074,0.148,-0.03
2741,-0.074,0.148,-0.028
2742,-0.074,0.148,-0.026
2743,-0.074,0.148,-0.024
2744,-0.074,0.148,-0.022
2745,-0.074,0.148,-0.02
2746,-0.074,0.148,-0.018
2747,-0.074,0.148,0.04
2748,-0.074,0.148,0.042
2749,-0.074,0.15,-0.04
2750,-0.074,0.15,-0.038
2751,-0.074,0.15,-0.036
2752,-0.074,0.15,-0.034
2753,-0.074,0.15,-0.032
2754,-0.074,0.15,-0.03
2755,-0.074,0.15,-0.028
2756,-0.074,0.15,-0.026
2757,-0.074,0.15,-0.024
2758,-0.074,0.15,0.036
2759,-0.074,0.15,0.038
2760,-0.074,0.15,0.04
2761,-0.074,0.152,-0.038
2762,-0.074,0.152,-0.036
2763,-0.074,0.152,-0.034
2764,-0.074,0.152,-0.032
2765,-0.074,0.152,-0.03
2766,-0.074,0.152,-0.028
2767,-0.074,0.152,-0.026
2768,-0.074,0.152,-0.024
2769,-0.074,0.152,-0.022
2770,-0.074,0.152,0.03
2771,-0.074,0.152,0.032
2772,-0.074,0.152,0.034
2773,-0.074,0.152,0.036
2774,-0.074,0.154,-0.038
2775,-0.074,0.154,-0.036
2776,-0.074,0.154,-0.034
2777,-0.074,0.154,-0.032
2778,-0.074,0.154,-0.03
2779,-0.074,0.154,-0.028
2780,-0.074,0.154,-0.026
2781,-0.074,0.154,-0.024
2782,-0.074,0.154,-0.022
2783,-0.074,0.154,-0.02
2784,-0.074,0.154,-0.002
2785,-0.074,0.154,0
2786,-0.074,0.154,0.002
2787,-0.074,0.154,0.004
2788,-0.074,0.154,0.006
2789,-0.074,0.154,0.008
2790,-0.074,0.154,0.01
2791,-0.074,0.154,0.012
2792,-0.074,0.154,0.014
2793,-0.074,0.154,0.016
2794,-0.074,0.154,0.018
2795,-0.074,0.154,0.026
2796,-0.074,0.154,0.028
2797,-0.074,0.154,0.03
2798,-0.074,0.154,0.032
2799,-0.074,0.156,-0.034
2800,-0.074,0.156,-0.032
2801,-0.074,0.156,-0.03
2802,-0.074,0.156,-0.028
2803,-0.074,0.156,-0.026
2804,-0.074,0.156,-0.024
2805,-0.074,0.156,-0.022
2806,-0.074,0.156,-0.02
2807,-0.074,0.156,-0.006
2808,-0.074,0.156,-0.004
2809,-0.074,0.156,-0.002
2810,-0.074,0.156,0.014
2811,-0.074,0.156,0.016
2812,-0.074,0.156,0.018
2813,-0.074,0.156,0.02
2814,-0.074,0.156,0.022
2815,-0.074,0.156,0.024
2816,-0.074,0.156,0.026
2817,-0.074,0.156,0.028
2818,-0.074,0.158,-0.034
2819,-0.074,0.158,-0.032
2820,-0.074,0.158,-0.03
2821,-0.074,0.158,-0.028
2822,-0.074,0.158,-0.026
2823,-0.074,0.158,-0.024
2824,-0.074,0.158,-0.022
2825,-0.074,0.158,-0.01
2826,-0.074,0.158,-0.008
2827,-0.074,0.158,-0.006
2828,-0.074,0.158,-0.004
2829,-0.074,0.16,-0.036
2830,-0.074,0.16,-0.034
2831,-0.074,0.16,-0.032
2832,-0.074,0.16,-0.03
2833,-0.074,0.16,-0.028
2834,-0.074,0.16,-0.026
2835,-0.074,0.16,-0.014
2836,-0.074,0.16,-0.012
2837,-0.074,0.16,-0.01
2838,-0.074,0.16,-0.008
2839,-0.074,0.162,-0.038
2840,-0.074,0.162,-0.036
2841,-0.074,0.162,-0.034
2842,-0.074,0.162,-0.032
2843,-0.074,0.162,-0.03
2844,-0.074,0.162,-0.018
2845,-0.074,0.162,-0.016
2846,-0.074,0.162,-0.014
2847,-0.074,0.162,-0.012
2848,-0.074,0.164,-0.04
2849,-0.074,0.164,-0.038
2850,-0.074,0.164,-0.036
2851,-0.074,0.164,-0.034
2852,-0.074,0.164,-0.022
2853,-0.074,0.164,-0.02
2854,-0.074,0.164,-0.018
2855,-0.074,0.164,-0.016
2856,-0.074,0.166,-0.042
2857,-0.074,0.166,-0.04
2858,-0.074,0.166,-0.038
2859,-0.074,0.166,-0.026
2860,-0.074,0.166,-0.024
2861,-0.074,0.166,-0.022
2862,-0.074,0.166,-0.02
2863,-0.074,0.168,-0.044
2864,-0.074,0.168,-0.042
2865,-0.074,0.168,-0.03
2866,-0.074,0.168,-0.028
2867,-0.074,0.168,-0.026
2868,-0.074,0.168,-0.024
2869,-0.074,0.17,-0.048
2870,-0.074,0.17,-0.046
2871,-0.074,0.17,-0.044
2872,-0.074,0.17,-0.034
2873,-0.074,0.17,-0.032
2874,-0.074,0.17,-0.03
2875,-0.074,0.17,-0.028
2876,-0.074,0.172,-0.05
2877,-0.074,0.172,-0.048
2878,-0.074,0.172,-0.046
2879,-0.074,0.172,-0.038
2880,-0.074,0.172,-0.036
2881,-0.074,0.172,-0.034
2882,-0.074,0.172,-0.032
2883,-0.074,0.174,-0.052
2884,-0.074,0.174,-0.05
2885,-0.074,0.174,-0.048
2886,-0.074,0.174,-0.042
2887,-0.074,0.174,-0.04
2888,-0.074,0.174,-0.038
2889,-0.074,0.174,-0.036
2890,-0.074,0.176,-0.054
2891,-0.074,0.176,-0.052
2892,-0.074,0.176,-0.05
2893,-0.074,0.176,-0.046
2894,-0.074,0.176,-0.044
2895,-0.074,0.176,-0.042
2896,-0.074,0.176,-0.04
2897,-0.074,0.178,-0.052
2898,-0.074,0.178,-0.05
2899,-0.074,0.178,-0.048
2900,-0.074,0.178,-0.046
2901,-0.074,0.178,-0.044
2902,-0.074,0.18,-0.052
2903,-0.074,0.18,-0.05
2904,-0.074,0.18,-0.048
2905,-0.072,0.034,0.002
2906,-0.072,0.034,0.004
2907,-0.072,0.034,0.006
2908,-0.072,0.034,0.008
2909,-0.072,0.034,0.01
2910,-0.072,0.036,0.002
2911,-0.072,0.036,0.004
2912,-0.072,0.036,0.006
2913,-0.072,0.036,0.008
2914,-0.072,0.036,0.01
2915,-0.072,0.038,0.002
2916,-0.072,0.038,0.004
2917,-0.072,0.038,0.006
2918,-0.072,0.038,0.008
2919,-0.072,0.04,0.004
2920,-0.072,0.04,0.006
2921,-0.072,0.04,0.008
2922,-0.072,0.042,0.004
2923,-0.072,0.042,0.006
2924,-0.072,0.064,0.002
2925,-0.072,0.064,0.004
2926,-0.072,0.064,0.006
2927,-0.072,0.064,0.008
2928,-0.072,0.064,0.01
2929,-0.072,0.064,0.012
2930,-0.072,0.064,0.014
2931,-0.072,0.064,0.016
2932,-0.072,0.064,0.018
2933,-0.072,0.064,0.02
2934,-0.072,0.064,0.022
2935,-0.072,0.066,0
2936,-0.072,0.066,0.002
2937,-0.072,0.066,0.004
2938,-0.072,0.066,0.006
2939,-0.072,0.066,0.016
2940,-0.072,0.066,0.018
2941,-0.072,0.066,0.02
2942,-0.072,0.066,0.022
2943,-0.072,0.066,0.024
2944,-0.072,0.066,0.026
2945,-0.072,0.068,-0.004
2946,-0.072,0.068,-0.002
2947,-0.072,0.068,-0
2948,-0.072,0.068,0.002
2949,-0.072,0.068,0.02
2950,-0.072,0.068,0.022
2951,-0.072,0.068,0.024
2952,-0.072,0.068,0.026
2953,-0.072,0.068,0.028
2954,-0.072,0.068,0.03
2955,-0.072,0.07,-0.006
2956,-0.072,0.07,-0.004
2957,-0.072,0.07,-0.002
2958,-0.072,0.07,0.026
2959,-0.072,0.07,0.028
2960,-0.072,0.07,0.03
2961,-0.072,0.07,0.032
2962,-0.072,0.07,0.034
2963,-0.072,0.072,-0.01
2964,-0.072,0.072,-0.008
2965,-0.072,0.072,-0.006
2966,-0.072,0.072,-0.004
2967,-0.072,0.072,0.032
2968,-0.072,0.072,0.034
2969,-0.072,0.072,0.036
2970,-0.072,0.074,-0.012
2971,-0.072,0.074,-0.01
2972,-0.072,0.074,-0.008
2973,-0.072,0.074,0.034
2974,-0.072,0.074,0.036
2975,-0.072,0.076,-0.012
2976,-0.072,0.076,-0.01
2977,-0.072,0.076,0.036
2978,-0.072,0.076,0.038
2979,-0.072,0.078,-0.014
2980,-0.072,0.078,-0.012
2981,-0.072,0.078,0.036
2982,-0.072,0.078,0.038
2983,-0.072,0.08,-0.014
2984,-0.072,0.08,-0.012
2985,-0.072,0.08,0.038
2986,-0.072,0.08,0.04
2987,-0.072,0.082,-0.014
2988,-0.072,0.082,-0.012
2989,-0.072,0.082,0.038
2990,-0.072,0.082,0.04
2991,-0.072,0.084,-0.016
2992,-0.072,0.084,-0.014
2993,-0.072,0.084,0.04
2994,-0.072,0.084,0.042
2995,-0.072,0.086,-0.016
2996,-0.072,0.086,-0.014
2997,-0.072,0.086,0.04
2998,-0.072,0.086,0.042
2999,-0.072,0.088,-0.016
3000,-0.072,0.088,-0.014
3001,-0.072,0.088,0.04
3002,-0.072,0.088,0.042
3003,-0.072,0.09,-0.016
3004,-0.072,0.09,-0.014
3005,-0.072,0.09,0.04
3006,-0.072,0.09,0.042
3007,-0.072,0.092,-0.016
3008,-0.072,0.092,0.04
3009,-0.072,0.092,0.042
3010,-0.072,0.094,-0.016
3011,-0.072,0.094,-0.014
3012,-0.072,0.094,0.04
3013,-0.072,0.094,0.042
3014,-0.072,0.096,-0.016
3015,-0.072,0.096,-0.014
3016,-0.072,0.096,0.04
3017,-0.072,0.098,-0.016
3018,-0.072,0.098,-0.014
3019,-0.072,0.098,0.04
3020,-0.072,0.1,-0.014
3021,-0.072,0.1,-0.012
3022,-0.072,0.1,0.038
3023,-0.072,0.1,0.04
3024,-0.072,0.102,-0.014
3025,-0.072,0.102,-0.012
3026,-0.072,0.102,0.038
3027,-0.072,0.102,0.04
3028,-0.072,0.104,-0.014
3029,-0.072,0.104,-0.012
3030,-0.072,0.104,-0.01
3031,-0.072,0.104,0.038
3032,-0.072,0.106,-0.012
3033,-0.072,0.106,-0.01
3034,-0.072,0.106,0.036
3035,-0.072,0.106,0.038
3036,-0.072,0.108,-0.012
3037,-0.072,0.108,-0.01
3038,-0.072,0.108,-0.008
3039,-0.072,0.108,0.036
3040,-0.072,0.108,0.038
3041,-0.072,0.108,0.04
3042,-0.072,0.11,-0.01
3043,-0.072,0.11,-0.008
3044,-0.072,0.11,0.038
3045,-0.072,0.11,0.04
3046,-0.072,0.11,0.042
3047,-0.072,0.11,0.044
3048,-0.072,0.112,-0.01
3049,-0.072,0.112,-0.008
3050,-0.072,0.112,-0.006
3051,-0.072,0.112,0.044
3052,-0.072,0.112,0.046
3053,-0.072,0.112,0.048
3054,-0.072,0.114,-0.008
3055,-0.072,0.114,-0.006
3056,-0.072,0.114,0.048
3057,-0.072,0.114,0.05
3058,-0.072,0.114,0.052
3059,-0.072,0.116,-0.008
3060,-0.072,0.116,-0.006
3061,-0.072,0.116,0.052
3062,-0.072,0.118,-0.008
3063,-0.072,0.118,0.052
3064,-0.072,0.12,-0.008
3065,-0.072,0.12,0.052
3066,-0.072,0.122,-0.008
3067,-0.072,0.122,0.052
3068,-0.072,0.124,-0.008
3069,-0.072,0.124,0.052
3070,-0.072,0.126,-0.008
3071,-0.072,0.126,0.052
3072,-0.072,0.128,-0.008
3073,-0.072,0.128,0.052
3074,-0.072,0.13,-0.008
3075,-0.072,0.13,0.05
3076,-0.072,0.13,0.052
3077,-0.072,0.132,-0.008
3078,-0.072,0.132,0.05
3079,-0.072,0.132,0.052
3080,-0.072,0.134,-0.008
3081,-0.072,0.134,0.048
3082,-0.072,0.134,0.05
3083,-0.072,0.136,-0.008
3084,-0.072,0.136,0.048
3085,-0.072,0.136,0.05
3086,-0.072,0.138,-0.008
3087,-0.072,0.138,0.046
3088,-0.072,0.138,0.048
3089,-0.072,0.14,-0.008
3090,-0.072,0.14,-0.006
3091,-0.072,0.14,0.046
3092,-0.072,0.14,0.048
3093,-0.072,0.142,-0.012
3094,-0.072,0.142,-0.01
3095,-0.072,0.142,-0.008
3096,-0.072,0.142,-0.006
3097,-0.072,0.142,0.044
3098,-0.072,0.142,0.046
3099,-0.072,0.144,-0.014
3100,-0.072,0.144,-0.012
3101,-0.072,0.144,-0.01
3102,-0.072,0.144,-0.008
3103,-0.072,0.144,0.042
3104,-0.072,0.144,0.044
3105,-0.072,0.146,-0.026
3106,-0.072,0.146,-0.024
3107,-0.072,0.146,-0.022
3108,-0.072,0.146,-0.02
3109,-0.072,0.146,-0.018
3110,-0.072,0.146,-0.016
3111,-0.072,0.146,-0.014
3112,-0.072,0.146,-0.012
3113,-0.072,0.146,-0.01
3114,-0.072,0.146,0.042
3115,-0.072,0.146,0.044
3116,-0.072,0.148,-0.034
3117,-0.072,0.148,-0.032
3118,-0.072,0.148,-0.03
3119,-0.072,0.148,-0.028
3120,-0.072,0.148,-0.026
3121,-0.072,0.148,-0.024
3122,-0.072,0.148,0.04
3123,-0.072,0.148,0.042
3124,-0.072,0.15,-0.042
3125,-0.072,0.15,-0.04
3126,-0.072,0.15,-0.038
3127,-0.072,0.15,-0.036
3128,-0.072,0.15,-0.034
3129,-0.072,0.15,0.036
3130,-0.072,0.15,0.038
3131,-0.072,0.15,0.04
3132,-0.072,0.152,-0.044
3133,-0.072,0.152,-0.042
3134,-0.072,0.152,-0.04
3135,-0.072,0.152,-0.038
3136,-0.072,0.152,0.032
3137,-0.072,0.152,0.034
3138,-0.072,0.152,0.036
3139,-0.072,0.154,-0.044
3140,-0.072,0.154,-0.042
3141,-0.072,0.154,-0.04
3142,-0.072,0.154,-0.038
3143,-0.072,0.154,-0.036
3144,-0.072,0.154,-0.034
3145,-0.072,0.154,-0.002
3146,-0.072,0.154,0
3147,-0.072,0.154,0.002
3148,-0.072,0.154,0.004
3149,-0.072,0.154,0.006
3150,-0.072,0.154,0.008
3151,-0.072,0.154,0.01
3152,-0.072,0.154,0.012
3153,-0.072,0.154,0.014
3154,-0.072,0.154,0.028
3155,-0.072,0.154,0.03
3156,-0.072,0.154,0.032
3157,-0.072,0.156,-0.044
3158,-0.072,0.156,-0.042
3159,-0.072,0.156,-0.04
3160,-0.072,0.156,-0.038
3161,-0.072,0.156,-0.036
3162,-0.072,0.156,-0.034
3163,-0.072,0.156,-0.032
3164,-0.072,0.156,-0.004
3165,-0.072,0.156,-0.002
3166,-0.072,0.156,0.012
3167,-0.072,0.156,0.014
3168,-0.072,0.156,0.016
3169,-0.072,0.156,0.018
3170,-0.072,0.156,0.02
3171,-0.072,0.156,0.022
3172,-0.072,0.156,0.024
3173,-0.072,0.156,0.026
3174,-0.072,0.156,0.028
3175,-0.072,0.158,-0.044
3176,-0.072,0.158,-0.042
3177,-0.072,0.158,-0.04
3178,-0.072,0.158,-0.038
3179,-0.072,0.158,-0.036
3180,-0.072,0.158,-0.034
3181,-0.072,0.158,-0.032
3182,-0.072,0.158,-0.008
3183,-0.072,0.158,-0.006
3184,-0.072,0.158,-0.004
3185,-0.072,0.16,-0.044
3186,-0.072,0.16,-0.042
3187,-0.072,0.16,-0.04
3188,-0.072,0.16,-0.038
3189,-0.072,0.16,-0.036
3190,-0.072,0.16,-0.034
3191,-0.072,0.16,-0.012
3192,-0.072,0.16,-0.01
3193,-0.072,0.16,-0.008
3194,-0.072,0.162,-0.044
3195,-0.072,0.162,-0.042
3196,-0.072,0.162,-0.04
3197,-0.072,0.162,-0.038
3198,-0.072,0.162,-0.036
3199,-0.072,0.162,-0.016
3200,-0.072,0.162,-0.014
3201,-0.072,0.162,-0.012
3202,-0.072,0.162,-0.01
3203,-0.072,0.164,-0.046
3204,-0.072,0.164,-0.044
3205,-0.072,0.164,-0.042
3206,-0.072,0.164,-0.04
3207,-0.072,0.164,-0.038
3208,-0.072,0.164,-0.02
3209,-0.072,0.164,-0.018
3210,-0.072,0.164,-0.016
3211,-0.072,0.164,-0.014
3212,-0.072,0.166,-0.046
3213,-0.072,0.166,-0.044
3214,-0.072,0.166,-0.042
3215,-0.072,0.166,-0.04
3216,-0.072,0.166,-0.024
3217,-0.072,0.166,-0.022
3218,-0.072,0.166,-0.02
3219,-0.072,0.166,-0.018
3220,-0.072,0.168,-0.048
3221,-0.072,0.168,-0.046
3222,-0.072,0.168,-0.044
3223,-0.072,0.168,-0.042
3224,-0.072,0.168,-0.028
3225,-0.072,0.168,-0.026
3226,-0.072,0.168,-0.024
3227,-0.072,0.168,-0.022
3228,-0.072,0.17,-0.048
3229,-0.072,0.17,-0.046
3230,-0.072,0.17,-0.044
3231,-0.072,0.17,-0.032
3232,-0.072,0.17,-0.03
3233,-0.072,0.17,-0.028
3234,-0.072,0.17,-0.026
3235,-0.072,0.172,-0.052
3236,-0.072,0.172,-0.05
3237,-0.072,0.172,-0.048
3238,-0.072,0.172,-0.036
3239,-0.072,0.172,-0.034
3240,-0.072,0.172,-0.032
3241,-0.072,0.172,-0.03
3242,-0.072,0.174,-0.054
3243,-0.072,0.174,-0.052
3244,-0.072,0.174,-0.05
3245,-0.072,0.174,-0.042
3246,-0.072,0.174,-0.04
3247,-0.072,0.174,-0.038
3248,-0.072,0.174,-0.036
3249,-0.072,0.174,-0.034
3250,-0.072,0.176,-0.056
3251,-0.072,0.176,-0.054
3252,-0.072,0.176,-0.052
3253,-0.072,0.176,-0.048
3254,-0.072,0.176,-0.046
3255,-0.072,0.176,-0.044
3256,-0.072,0.176,-0.042
3257,-0.072,0.176,-0.04
3258,-0.072,0.178,-0.056
3259,-0.072,0.178,-0.054
3260,-0.072,0.178,-0.052
3261,-0.072,0.178,-0.05
3262,-0.072,0.178,-0.048
3263,-0.072,0.178,-0.046
3264,-0.072,0.178,-0.044
3265,-0.072,0.18,-0.056
3266,-0.072,0.18,-0.054
3267,-0.072,0.18,-0.052
3268,-0.072,0.18,-0.05
3269,-0.072,0.18,-0.048
3270,-0.07,0.034,-0.008
3271,-0.07,0.034,-0.006
3272,-0.07,0.034,-0.004
3273,-0.07,0.034,-0.002
3274,-0.07,0.034,0
3275,-0.07,0.034,0.002
3276,-0.07,0.034,0.004
3277,-0.07,0.034,0.006
3278,-0.07,0.034,0.008
3279,-0.07,0.034,0.01
3280,-0.07,0.034,0.012
3281,-0.07,0.036,-0.006
3282,-0.07,0.036,-0.004
3283,-0.07,0.036,-0.002
3284,-0.07,0.036,-0
3285,-0.07,0.036,0.002
3286,-0.07,0.036,0.008
3287,-0.07,0.036,0.01
3288,-0.07,0.036,0.012
3289,-0.07,0.038,-0.004
3290,-0.07,0.038,-0.002
3291,-0.07,0.038,-0
3292,-0.07,0.038,0.002
3293,-0.07,0.038,0.004
3294,-0.07,0.038,0.008
3295,-0.07,0.038,0.01
3296,-0.07,0.038,0.012
3297,-0.07,0.04,-0.002
3298,-0.07,0.04,-0
3299,-0.07,0.04,0.002
3300,-0.07,0.04,0.004
3301,-0.07,0.04,0.006
3302,-0.07,0.04,0.008
3303,-0.07,0.04,0.01
3304,-0.07,0.042,0.002
3305,-0.07,0.042,0.004
3306,-0.07,0.042,0.006
3307,-0.07,0.042,0.008
3308,-0.07,0.044,0.004
3309,-0.07,0.044,0.006
3310,-0.07,0.062,0.004
3311,-0.07,0.062,0.006
3312,-0.07,0.062,0.008
3313,-0.07,0.062,0.01
3314,-0.07,0.062,0.012
3315,-0.07,0.062,0.014
3316,-0.07,0.062,0.016
3317,-0.07,0.062,0.018
3318,-0.07,0.062,0.02
3319,-0.07,0.064,-0
3320,-0.07,0.064,0.002
3321,-0.07,0.064,0.004
3322,-0.07,0.064,0.006
3323,-0.07,0.064,0.008
3324,-0.07,0.064,0.01
3325,-0.07,0.064,0.012
3326,-0.07,0.064,0.014
3327,-0.07,0.064,0.016
3328,-0.07,0.064,0.018
3329,-0.07,0.064,0.02
3330,-0.07,0.064,0.022
3331,-0.07,0.064,0.024
3332,-0.07,0.066,-0.004
3333,-0.07,0.066,-0.002
3334,-0.07,0.066,0
3335,-0.07,0.066,0.002
3336,-0.07,0.066,0.022
3337,-0.07,0.066,0.024
3338,-0.07,0.066,0.026
3339,-0.07,0.066,0.028
3340,-0.07,0.068,-0.006
3341,-0.07,0.068,-0.004
3342,-0.07,0.068,-0.002
3343,-0.07,0.068,-0
3344,-0.07,0.068,0.026
3345,-0.07,0.068,0.028
3346,-0.07,0.068,0.03
3347,-0.07,0.068,0.032
3348,-0.07,0.07,-0.008
3349,-0.07,0.07,-0.004
3350,-0.07,0.07,0.03
3351,-0.07,0.07,0.032
3352,-0.07,0.07,0.034
3353,-0.07,0.072,-0.012
3354,-0.07,0.072,-0.01
3355,-0.07,0.072,-0.008
3356,-0.07,0.072,-0.006
3357,-0.07,0.072,0.034
3358,-0.07,0.072,0.036
3359,-0.07,0.074,-0.014
3360,-0.07,0.074,-0.012
3361,-0.07,0.074,-0.01
3362,-0.07,0.074,0.036
3363,-0.07,0.074,0.038
3364,-0.07,0.076,-0.014
3365,-0.07,0.076,-0.012
3366,-0.07,0.076,0.036
3367,-0.07,0.076,0.038
3368,-0.07,0.078,-0.016
3369,-0.07,0.078,-0.012
3370,-0.07,0.078,0.038
3371,-0.07,0.078,0.04
3372,-0.07,0.08,-0.016
3373,-0.07,0.08,-0.014
3374,-0.07,0.08,0.038
3375,-0.07,0.08,0.04
3376,-0.07,0.082,-0.016
3377,-0.07,0.082,-0.014
3378,-0.07,0.082,0.04
3379,-0.07,0.082,0.042
3380,-0.07,0.084,-0.016
3381,-0.07,0.084,-0.014
3382,-0.07,0.084,0.04
3383,-0.07,0.084,0.042
3384,-0.07,0.086,-0.016
3385,-0.07,0.086,0.042
3386,-0.07,0.086,0.044
3387,-0.07,0.088,-0.016
3388,-0.07,0.088,0.042
3389,-0.07,0.088,0.044
3390,-0.07,0.09,-0.016
3391,-0.07,0.09,0.042
3392,-0.07,0.09,0.044
3393,-0.07,0.092,-0.016
3394,-0.07,0.092,0.042
3395,-0.07,0.094,-0.016
3396,-0.07,0.094,0.04
3397,-0.07,0.094,0.042
3398,-0.07,0.096,-0.016
3399,-0.07,0.096,0.04
3400,-0.07,0.096,0.042
3401,-0.07,0.098,-0.016
3402,-0.07,0.098,-0.014
3403,-0.07,0.098,0.04
